Genes	min	max	gen_len
AT3G15630	5297188	5297511	324
AT3G15635	5297396	5297786	391
AT3G15640	5299273	5301371	2099
AT3G15650	5306006	5307764	1759
AT3G15660	5308134	5309383	1250
AT3G15670	5310141	5310901	761
AT3G15680	5315437	5316048	612
AT3G15690	5317108	5319435	2328
AT3G15700	5321017	5322376	1360
AT3G15710	5323564	5324785	1222
AT3G15720	5325329	5327617	2289
AT3G15730	5330835	5333474	2640
AT3G15740	5333879	5334553	675
AT3G15750	5335089	5336184	1096
AT3G15760	5337734	5338219	486
AT3G15770	5340243	5341216	974
AT3G15780	5341434	5342351	918
AT3G15790	5343209	5344386	1178
AT3G15800	5345051	5346988	1938
AT3G15810	5348054	5349178	1125
AT3G15820	5351217	5353573	2357
AT3G15830	5354974	5356327	1354
AT3G15840	5356782	5358418	1637
AT3G15850	5359087	5360998	1912
AT3G15860	5361207	5361719	513
AT3G15870	5362911	5364425	1515
AT3G15880	5364454	5371869	7416
AT3G15890	5374389	5376114	1726
AT3G15900	5376356	5376972	617
AT3G15909	5381603	5381740	138
AT3G15910	5382061	5383069	1009
AT3G15920	5383768	5386955	3188
AT3G15930	5387444	5389690	2247
AT3G15940	5393632	5396187	2556
AT3G15950	5397783	5402610	4828
AT3G15960	5404000	5406461	2462
AT3G15970	5408982	5410379	1398
AT3G15980	5411699	5418313	6615
AT3G15990	5427081	5430679	3599
AT3G16000	5431041	5433613	2573
AT3G16010	5434142	5436244	2103
AT3G16020	5438287	5438651	365
AT3G16030	5439609	5442802	3194
AT3G16040	5443202	5443810	609
AT3G16050	5444121	5445065	945
AT3G16060	5447503	5451196	3694
AT3G16070	5451864	5452316	453
AT3G16080	5454892	5455677	786
AT3G16090	5456513	5458694	2182
AT3G16100	5459270	5460556	1287
AT3G16110	5460955	5463666	2712
AT3G16117	5464543	5464710	168
AT3G16120	5465035	5465395	361
AT3G16130	5466246	5468512	2267
AT3G16140	5468670	5469415	746
AT3G16150	5471794	5473033	1240
AT3G16160	5473366	5475090	1725
AT3G16170	5476053	5480128	4076
AT3G16175	5480497	5481208	712
AT3G16180	5481477	5484943	3467
AT3G16190	5489883	5491195	1313
AT3G16200	5491619	5493605	1987
AT3G16210	5494533	5495615	1083
AT3G16220	5497713	5499068	1356
AT3G16230	5500563	5503303	2741
AT3G16240	5505534	5506788	1255
AT3G16250	5507091	5508320	1230
AT3G16260	5509397	5513118	3722
AT3G16270	5513701	5516540	2840
AT3G16280	5518301	5519065	765
AT3G16290	5521187	5524995	3809
AT3G16300	5525491	5526207	717
AT3G16310	5526593	5528106	1514
AT3G16320	5529534	5534465	4932
AT3G16330	5535263	5535880	618
AT3G16340	5539897	5546263	6367
AT3G16350	5547828	5549397	1570
AT3G16360	5554351	5555518	1168
AT3G16370	5556928	5558351	1424
AT3G16380	5558676	5560993	2318
AT3G16390	5562602	5564356	1755
AT3G16400	5566516	5568330	1815
AT3G16410	5572145	5574359	2215
AT3G16420	5579560	5580674	1115
AT3G16430	5581830	5582959	1130
AT3G16432	5583943	5584128	186
AT3G16440	5585942	5587541	1600
AT3G16450	5588593	5589792	1200
AT3G16460	5593029	5595522	2494
AT3G16470	5596096	5597709	1614
AT3G16480	5599906	5602716	2811
AT3G16490	5603962	5605489	1528
AT3G16500	5612801	5614208	1408
AT3G16510	5617112	5618194	1083
AT3G16520	5618807	5620833	2027
AT3G16525	5624998	5625108	111
AT3G16530	5624586	5625416	831
AT3G16540	5626290	5628857	2568
AT3G16550	5629920	5632441	2522
AT3G16555	5633426	5634542	1117
AT3G16560	5636051	5637702	1652
AT3G16565	5640531	5642675	2145
AT3G16570	5644748	5645164	417
AT3G16580	5647577	5648725	1149
AT3G16590	5649932	5651056	1125
AT3G16600	5652839	5655670	2832
AT3G16610	5656371	5658335	1965
AT3G16620	5658469	5661738	3270
AT3G16630	5662660	5667261	4602
AT3G16640	5669709	5670729	1021
AT3G16650	5671133	5675106	3974
AT3G16660	5676811	5677788	978
AT3G16670	5681500	5682111	612
AT3G16680	5683697	5684130	434
AT3G16690	5684563	5686530	1968
AT3G16700	5687809	5689664	1856
AT3G16710	5690020	5691543	1524
AT3G16712	5691801	5692016	216
AT3G16720	5692880	5693794	915
AT3G16730	5695633	5698863	3231
AT3G16740	5699476	5700651	1176
AT3G16750	5701145	5702013	869
AT3G16760	5703213	5705080	1868
AT3G16770	5705784	5706768	985
AT3G16780	5708982	5710249	1268
AT3G16785	5711329	5718696	7368
AT3G16800	5721294	5722923	1630
AT3G16810	5723436	5727539	4104
AT3G16820	5728016	5729174	1159
AT3G16830	5731709	5737531	5823
AT3G16840	5738020	5743042	5023
AT3G16850	5748692	5750981	2290
AT3G16857	5756113	5759139	3027
AT3G16860	5759643	5762104	2462
AT3G16870	5763752	5764576	825
AT3G16880	5766733	5767830	1098
AT3G16890	5768401	5770380	1980
AT3G16895	5771022	5771516	495
AT3G16900	5772106	5772849	744
AT3G16910	5773231	5775411	2181
AT3G16920	5776663	5777913	1251
AT3G16930	5778876	5779363	488
AT3G16940	5781959	5785985	4027
AT3G16950	5786508	5790383	3876
AT3G16960	5791812	5792264	453
AT3G16970	5793668	5794090	423
AT3G16980	5794526	5795699	1174
AT3G16990	5795937	5796783	847
AT3G17000	5797296	5799467	2172
AT3G17010	5800460	5802303	1844
AT3G17020	5802728	5804063	1336
AT3G17030	5804509	5808462	3954
AT3G17040	5809378	5812605	3228
AT3G17060	5816953	5818458	1506
AT3G17070	5821048	5823165	2118
AT3G17080	5825339	5825743	405
AT3G17090	5826984	5829327	2344
AT3G17100	5831552	5832244	693
AT3G17120	5842410	5843246	837
AT3G17130	5844495	5845046	552
AT3G17140	5846002	5846589	588
AT3G17150	5847270	5848121	852
AT3G17152	5848812	5849544	733
AT3G17155	5850792	5851278	487
AT3G17160	5852207	5852854	648
AT3G17170	5853186	5854853	1668
AT3G17180	5855861	5859157	3297
AT3G17190	5867392	5868181	790
AT3G17205	5873528	5881132	7605
AT3G17210	5882318	5882896	579
AT3G17220	5883328	5883849	522
AT3G17225	5884374	5884931	558
AT3G17227	5886381	5886944	564
AT3G17230	5888652	5889236	585
AT3G17240	5890278	5892166	1889
AT3G17250	5892875	5894426	1552
AT3G17261	5898002	5898109	108
AT3G17265	5899515	5900637	1123
AT3G17270	5902479	5902886	408
AT3G17280	5903453	5904613	1161
AT3G17300	5907616	5908695	1080
AT3G17310	5909294	5912838	3545
AT3G17320	5915427	5916656	1230
AT3G17330	5917253	5919458	2206
AT3G17340	5920613	5926846	6234
AT3G17350	5934111	5935276	1166
AT3G17360	5936108	5946205	10098
AT3G17365	5947144	5948766	1623
AT3G17370	5949006	5949644	639
AT3G17380	5950240	5952124	1885
AT3G17390	5952484	5953665	1182
AT3G17400	5954887	5955444	558
AT3G17410	5956601	5958882	2282
AT3G17420	5959462	5961313	1852
AT3G17430	5966597	5968962	2366
AT3G17440	5969909	5972290	2382
AT3G17450	5972793	5975684	2892
AT3G17460	5976949	5977545	597
AT3G17465	5978059	5979572	1514
AT3G17470	5979823	5981968	2146
AT3G17480	5983196	5984320	1125
AT3G17490	5984827	5985993	1167
AT3G17500	5986682	5988498	1817
AT3G17510	5989309	5992627	3319
AT3G17520	5999462	6000358	897
AT3G17530	6000860	6002026	1167
AT3G17540	6002783	6003973	1191
AT3G17550	6005114	6006004	891
AT3G17560	6006762	6008003	1242
AT3G17570	6009413	6010558	1146
AT3G17580	6015276	6015518	243
AT3G17590	6017313	6019591	2279
AT3G17600	6020281	6021040	760
AT3G17609	6023971	6024585	615
AT3G17611	6024946	6026173	1228
AT3G17620	6026498	6027694	1197
AT3G17626	6028179	6028494	316
AT3G17630	6029201	6031773	2573
AT3G17640	6032393	6033583	1191
AT3G17650	6034307	6037087	2781
AT3G17655	6034122	6035277	1156
AT3G17660	6037717	6039092	1376
AT3G17668	6039640	6040324	685
AT3G17670	6040857	6042012	1156
AT3G17675	6042244	6042850	607
AT3G17680	6043138	6044363	1226
AT3G17690	6045382	6048339	2958
AT3G17700	6049074	6052449	3376
AT3G17710	6055597	6056703	1107
AT3G17712	6056890	6060225	3336
AT3G17717	6061180	6061762	583
AT3G17720	6062446	6063483	1038
AT3G17730	6064379	6065813	1435
AT3G17740	6068003	6072814	4812
AT3G17750	6074228	6078428	4201
AT3G17760	6078893	6080838	1946
AT3G17765	6078884	6080204	1321
AT3G17770	6081973	6085957	3985
AT3G17780	6087016	6088128	1113
AT3G17790	6089779	6090988	1210
AT3G17800	6091248	6092873	1626
AT3G17810	6094279	6096289	2011
AT3G17820	6097503	6099408	1906
AT3G17830	6101868	6104503	2636
AT3G17840	6106092	6108430	2339
AT3G17850	6109854	6116245	6392
AT3G17860	6119968	6122691	2724
AT3G17880	6123534	6126113	2580
AT3G17890	6127227	6127759	533
AT3G17900	6128983	6133069	4087
AT3G17910	6133581	6136053	2473
AT3G17920	6137255	6142023	4769
AT3G17930	6142307	6143246	940
AT3G17940	6143707	6145244	1538
AT3G17950	6146311	6147169	859
AT3G17970	6148030	6151794	3765
AT3G17980	6152417	6153115	699
AT3G18000	6154578	6157331	2754
AT3G18010	6161155	6163183	2029
AT3G18020	6165449	6167515	2067
AT3G18030	6167883	6168629	747
AT3G18035	6169384	6171558	2175
AT3G18040	6174473	6178150	3678
AT3G18050	6180931	6182593	1663
AT3G18060	6183880	6186788	2909
AT3G18070	6187294	6189947	2654
AT3G18080	6191586	6194124	2539
AT3G18090	6195323	6200204	4882
AT3G18100	6200689	6204583	3895
AT3G18110	6204940	6209691	4752
AT3G18120	6210090	6210572	483
AT3G18130	6211109	6212371	1263
AT3G18140	6212743	6214567	1825
AT3G18150	6217929	6219500	1572
AT3G18160	6220918	6222923	2006
AT3G18165	6223248	6225076	1829
AT3G18170	6227721	6229547	1827
AT3G18180	6230270	6231878	1609
AT3G18190	6232226	6233836	1611
AT3G18200	6234509	6236128	1620
AT3G18210	6238264	6240396	2133
AT3G18215	6240968	6242358	1391
AT3G18220	6248355	6249799	1445
AT3G18230	6251495	6253971	2477
AT3G18235	6254672	6255301	630
AT3G18240	6255810	6257695	1886
AT3G18250	6258177	6258407	231
AT3G18260	6260328	6261504	1177
AT3G18270	6262010	6264025	2016
AT3G18280	6267030	6267392	363
AT3G18282	6268201	6268586	386
AT3G18290	6274308	6280174	5867
AT3G18291	6280645	6280773	129
AT3G18295	6281268	6282000	733
AT3G18300	6283396	6284220	825
AT3G18310	6284523	6287144	2622
AT3G18320	6289227	6289799	573
AT3G18330	6291127	6292257	1131
AT3G18340	6294018	6295134	1117
AT3G18350	6297524	6300500	2977
AT3G18360	6300827	6301684	858
AT3G18370	6306362	6310256	3895
AT3G18380	6311002	6313181	2180
AT3G18390	6313572	6317584	4013
AT3G18400	6318745	6320593	1849
AT3G18410	6323203	6323761	559
AT3G18420	6324771	6325721	951
AT3G18430	6326180	6327476	1297
AT3G18440	6328181	6330652	2472
AT3G18450	6331229	6332118	890
AT3G18460	6333048	6333948	901
AT3G18470	6335000	6335698	699
AT3G18480	6336924	6341596	4673
AT3G18485	6341918	6343178	1261
AT3G18490	6349090	6350592	1503
AT3G18500	6352544	6355297	2754
AT3G18510	6355711	6355984	274
AT3G18518	6360135	6360296	162
AT3G18520	6361605	6365399	3795
AT3G18524	6368151	6372409	4259
AT3G18530	6373535	6375050	1516
AT3G18535	6375764	6376684	921
AT3G18550	6383769	6385604	1836
AT3G18560	6393984	6394571	588
AT3G18570	6396072	6396572	501
AT3G18580	6396940	6398068	1129
AT3G18590	6398670	6399337	668
AT3G18600	6399724	6403007	3284
AT3G18610	6404270	6407822	3553
AT3G18620	6408849	6410716	1868
AT3G18630	6411325	6413002	1678
AT3G18640	6413617	6415829	2213
AT3G18650	6417344	6418504	1161
AT3G18660	6419211	6421959	2749
AT3G18670	6424135	6426471	2337
AT3G18680	6427533	6429520	1988
AT3G18690	6429755	6430423	669
AT3G18700	6431722	6432905	1184
AT3G18710	6434234	6435481	1248
AT3G18715	6441067	6441348	282
AT3G18720	6444433	6445751	1319
AT3G18730	6446062	6453045	6984
AT3G18740	6453437	6453870	434
AT3G18750	6454307	6456830	2524
AT3G18760	6457930	6459558	1629
AT3G18770	6460026	6462510	2485
AT3G18773	6466304	6466966	663
AT3G18775	6466331	6468015	1685
AT3G18780	6475535	6476832	1298
AT3G18790	6477853	6478755	903
AT3G18800	6479746	6480339	594
AT3G18810	6480701	6483593	2893
AT3G18820	6484266	6486005	1740
AT3G18830	6489000	6491209	2210
AT3G18840	6496198	6498234	2037
AT3G18850	6499529	6501312	1784
AT3G18860	6501774	6508352	6579
AT3G18870	6508515	6509339	825
AT3G18880	6509588	6510069	482
AT3G18890	6511169	6514729	3561
AT3G18900	6517181	6519677	2497
AT3G18905	6520205	6520792	588
AT3G18910	6521760	6522926	1167
AT3G18915	6524051	6524472	422
AT3G18930	6524110	6525345	1236
AT3G18940	6527081	6529050	1970
AT3G18950	6536900	6538321	1422
AT3G18957	6541535	6541807	273
AT3G18960	6542618	6543568	951
AT3G18970	6543699	6545117	1419
AT3G18980	6546514	6547761	1248
AT3G18990	6548552	6551568	3017
AT3G19000	6553668	6554987	1320
AT3G19010	6556306	6557862	1557
AT3G19020	6559174	6562044	2871
AT3G19030	6564117	6564299	183
AT3G19035	6565949	6566053	105
AT3G19040	6567157	6575552	8396
AT3G19050	6578047	6590106	12060
AT3G19055	6592316	6592942	627
AT3G19070	6593773	6594977	1205
AT3G19080	6596082	6598667	2586
AT3G19085	6599586	6600211	626
AT3G19090	6601466	6603709	2244
AT3G19100	6605681	6608980	3300
AT3G19120	6609678	6611018	1341
AT3G19130	6611398	6613823	2426
AT3G19140	6614910	6615335	426
AT3G19150	6616628	6617655	1028
AT3G19160	6621993	6623236	1244
AT3G19170	6625578	6631874	6297
AT3G19180	6632810	6636953	4144
AT3G19184	6637555	6639035	1481
AT3G19190	6639879	6648274	8396
AT3G19200	6649478	6650006	529
AT3G19210	6652799	6658876	6078
AT3G19220	6659207	6660488	1282
AT3G19230	6661088	6663519	2432
AT3G19240	6664383	6666423	2041
AT3G19250	6666842	6668008	1167
AT3G19260	6669448	6671257	1810
AT3G19270	6673885	6676400	2516
AT3G19274	6678719	6678871	153
AT3G19280	6681409	6683801	2393
AT3G19290	6687956	6689784	1829
AT3G19300	6690242	6693210	2969
AT3G19310	6694260	6696193	1934
AT3G19320	6696395	6698073	1679
AT3G19330	6699423	6700776	1354
AT3G19340	6701387	6704071	2685
AT3G19350	6705526	6705929	404
AT3G19360	6707544	6708864	1321
AT3G19370	6711046	6713494	2449
AT3G19380	6714602	6715867	1266
AT3G19390	6723024	6724768	1745
AT3G19400	6725510	6726878	1369
AT3G19410	6729585	6730706	1122
AT3G19420	6731824	6735354	3531
AT3G19430	6736382	6738399	2018
AT3G19440	6740778	6743132	2355
AT3G19450	6744859	6747005	2147
AT3G19460	6747600	6748904	1305
AT3G19470	6749766	6750914	1149
AT3G19480	6752590	6754650	2061
AT3G19490	6754875	6758127	3253
AT3G19500	6759289	6760893	1605
AT3G19508	6762378	6762696	319
AT3G19510	6763205	6766049	2845
AT3G19515	6766872	6771078	4207
AT3G19520	6772773	6774209	1437
AT3G19530	6775265	6775549	285
AT3G19540	6780762	6782633	1872
AT3G19550	6787462	6788165	704
AT3G19552	6787474	6787930	457
AT3G19553	6790988	6792507	1520
AT3G19560	6793717	6794802	1086
AT3G19565	6796022	6796906	885
AT3G19570	6797778	6801344	3567
AT3G19580	6803293	6804114	822
AT3G19590	6805798	6808374	2577
AT3G19595	6808585	6809508	924
AT3G19600	6808585	6811742	3158
AT3G19610	6812493	6814660	2168
AT3G19613	6814588	6816078	1491
AT3G19615	6815073	6815354	282
AT3G19620	6815613	6818308	2696
AT3G19630	6818676	6820674	1999
AT3G19640	6820969	6823104	2136
AT3G19650	6823543	6825174	1632
AT3G19660	6825678	6825872	195
AT3G19663	6826768	6826911	144
AT3G19670	6828242	6836582	8341
AT3G19680	6840448	6842107	1660
AT3G19690	6842365	6842850	486
AT3G19700	6843662	6846791	3130
AT3G19710	6847202	6849429	2228
AT3G19720	6850591	6855389	4799
AT3G19740	6855944	6862930	6987
AT3G19760	6863790	6866242	2453
AT3G19770	6866916	6869114	2199
AT3G19780	6870238	6874677	4440
AT3G19790	6874937	6875440	504
AT3G19800	6876153	6877471	1319
AT3G19810	6877756	6878812	1057
AT3G19820	6879835	6881616	1782
AT3G19830	6886338	6889974	3637
AT3G19840	6891228	6897227	6000
AT3G19850	6898383	6901157	2775
AT3G19860	6903842	6905863	2022
AT3G19870	6907481	6911115	3635
AT3G19880	6911435	6912604	1170
AT3G19890	6914910	6916142	1233
AT3G19895	6917530	6921211	3682
AT3G19900	6922852	6924557	1706
AT3G19910	6926497	6929324	2828
AT3G19920	6929840	6931771	1932
AT3G19930	6935048	6936841	1794
AT3G19940	6938211	6939975	1765
AT3G19950	6942679	6943839	1161
AT3G19960	6949787	6956736	6950
AT3G19970	6959644	6961367	1724
AT3G19980	6962008	6964761	2754
AT3G19990	6965596	6967102	1507
AT3G20000	6967685	6970247	2563
AT3G20010	6971352	6976340	4989
AT3G20015	6978746	6980158	1413
AT3G20020	6984055	6987945	3891
AT3G20030	6990254	6991462	1209
AT3G20040	6995317	6998064	2748
AT3G20050	6998544	7002266	3723
AT3G20060	7002927	7004283	1357
AT3G20070	7004950	7006625	1676
AT3G20080	7008813	7010463	1651
AT3G20090	7016632	7018287	1656
AT3G20100	7019014	7020649	1636
AT3G20110	7021495	7023113	1619
AT3G20120	7024168	7025789	1622
AT3G20130	7026982	7028613	1632
AT3G20140	7029175	7030787	1613
AT3G20150	7031412	7036499	5088
AT3G20155	7037251	7038260	1010
AT3G20160	7038995	7040029	1035
AT3G20170	7041780	7043207	1428
AT3G20180	7043385	7043971	587
AT3G20190	7044997	7047212	2216
AT3G20200	7047895	7051145	3251
AT3G20210	7052482	7054525	2044
AT3G20220	7055060	7055416	357
AT3G20230	7055639	7056679	1041
AT3G20240	7057192	7058716	1525
AT3G20250	7059098	7062660	3563
AT3G20260	7064190	7065751	1562
AT3G20270	7067779	7070866	3088
AT3G20280	7071475	7074340	2866
AT3G20290	7075057	7078655	3599
AT3G20300	7079832	7081809	1978
AT3G20310	7085957	7086691	735
AT3G20320	7087657	7089640	1984
AT3G20330	7090354	7091904	1551
AT3G20340	7093075	7093422	348
AT3G20350	7096602	7099372	2771
AT3G20360	7099952	7101589	1638
AT3G20362	7103817	7104250	434
AT3G20370	7105481	7107079	1599
AT3G20380	7108183	7109770	1588
AT3G20390	7110227	7111899	1673
AT3G20395	7112020	7113792	1773
AT3G20400	7114403	7114714	312
AT3G20410	7116388	7118824	2437
AT3G20420	7119371	7120895	1525
AT3G20430	7121480	7123074	1595
AT3G20440	7123603	7130364	6762
AT3G20450	7130723	7131239	517
AT3G20460	7135050	7139469	4420
AT3G20470	7140625	7141149	525
AT3G20475	7143546	7150811	7266
AT3G20480	7151497	7153369	1873
AT3G20490	7154178	7156382	2205
AT3G20500	7157926	7160244	2319
AT3G20510	7160884	7161991	1108
AT3G20520	7162845	7165742	2898
AT3G20530	7166318	7167806	1489
AT3G20540	7168261	7173357	5097
AT3G20550	7174695	7177600	2906
AT3G20555	7178200	7178614	415
AT3G20557	7180140	7180731	592
AT3G20560	7182182	7186390	4209
AT3G20570	7186754	7187453	700
AT3G20580	7188063	7190416	2354
AT3G20590	7191686	7192453	768
AT3G20600	7194877	7195536	660
AT3G20610	7196723	7197391	669
AT3G20620	7198708	7199969	1262
AT3G20630	7203001	7208340	5340
AT3G20640	7210654	7213199	2546
AT3G20650	7221168	7223939	2772
AT3G20660	7225271	7228510	3240
AT3G20670	7229472	7229963	492
AT3G20680	7230147	7231163	1017
AT3G20690	7231570	7232682	1113
AT3G20700	7233525	7234505	981
AT3G20710	7237911	7238999	1089
AT3G20720	7240098	7246754	6657
AT3G20730	7247092	7248878	1787
AT3G20740	7249064	7252254	3191
AT3G20750	7255016	7256140	1125
AT3G20760	7257187	7258891	1705
AT3G20770	7260702	7262588	1887
AT3G20780	7264025	7268498	4474
AT3G20790	7268802	7271099	2298
AT3G20800	7271412	7273897	2486
AT3G20810	7275814	7278182	2369
AT3G20820	7280930	7282027	1098
AT3G20830	7285024	7286250	1227
AT3G20840	7300764	7303370	2607
AT3G20850	7304157	7304561	405
AT3G20860	7306180	7308434	2255
AT3G20865	7308699	7308887	189
AT3G20870	7309499	7312476	2978
AT3G20880	7313759	7315792	2034
AT3G20890	7319939	7321054	1116
AT3G20898	7323796	7324203	408
AT3G20900	7323984	7324670	687
AT3G20910	7326495	7328369	1875
AT3G20920	7328763	7330698	1936
AT3G20930	7331739	7333749	2011
AT3G20935	7334770	7335912	1143
AT3G20940	7339732	7341518	1787
AT3G20950	7342675	7344744	2070
AT3G20960	7345363	7347014	1652
AT3G20970	7348277	7350069	1793
AT3G20980	7355963	7357966	2004
AT3G20993	7360559	7360897	339
AT3G20997	7362743	7363081	339
AT3G21000	7363921	7365138	1218
AT3G21055	7376761	7377192	432
AT3G21060	7377822	7379942	2121
AT3G21070	7380434	7384108	3675
AT3G21080	7388490	7389811	1322
AT3G21090	7391497	7394933	3437
AT3G21100	7399162	7401870	2709
AT3G21110	7402696	7405273	2578
AT3G21120	7406326	7407429	1104
AT3G21130	7408246	7409349	1104
AT3G21140	7409696	7412086	2391
AT3G21150	7412713	7413390	678
AT3G21160	7414129	7418328	4200
AT3G21165	7418695	7419441	747
AT3G21170	7419973	7421160	1188
AT3G21175	7422832	7424598	1767
AT3G21180	7425770	7431941	6172
AT3G21190	7432579	7434543	1965
AT3G21200	7436091	7437845	1755
AT3G21210	7438241	7440756	2516
AT3G21215	7442873	7445231	2359
AT3G21220	7445917	7446963	1047
AT3G21230	7448231	7451947	3717
AT3G21240	7454497	7457314	2818
AT3G21250	7457668	7463389	5722
AT3G21260	7464132	7465785	1654
AT3G21270	7474934	7475548	615
AT3G21280	7478166	7482037	3872
AT3G21290	7482318	7488676	6359
AT3G21295	7489635	7492689	3055
AT3G21300	7493654	7496257	2604
AT3G21305	7493026	7493253	228
AT3G21310	7497774	7499011	1238
AT3G21320	7499408	7501312	1905
AT3G21330	7507720	7508841	1122
AT3G21340	7511848	7515937	4090
AT3G21350	7517106	7518587	1482
AT3G21351	7518984	7519300	317
AT3G21352	7520033	7520360	328
AT3G21360	7522865	7524036	1172
AT3G21370	7524286	7527579	3294
AT3G21371	7527704	7527910	207
AT3G21380	7528478	7530457	1980
AT3G21390	7531905	7534425	2521
AT3G21400	7534824	7536293	1470
AT3G21405	7536082	7536288	207
AT3G21410	7536719	7537951	1233
AT3G21420	7541579	7543221	1643
AT3G21430	7544800	7552841	8042
AT3G21450	7553965	7555236	1272
AT3G21460	7557567	7557875	309
AT3G21465	7560750	7563202	2453
AT3G21470	7563503	7565074	1572
AT3G21473	7565166	7567014	1849
AT3G21480	7567730	7571990	4261
AT3G21490	7573065	7573669	605
AT3G21500	7573825	7576594	2770
AT3G21510	7578432	7579537	1106
AT3G21520	7582000	7582623	624
AT3G21530	7582828	7584448	1621
AT3G21540	7586100	7590856	4757
AT3G21550	7591708	7592262	555
AT3G21560	7595884	7597374	1491
AT3G21570	7600297	7600707	411
AT3G21580	7602009	7603720	1712
AT3G21590	7604551	7605789	1239
AT3G21600	7606692	7608364	1673
AT3G21610	7609377	7610601	1225
AT3G21620	7611044	7614041	2998
AT3G21630	7615543	7618530	2988
AT3G21640	7619025	7621097	2073
AT3G21650	7621680	7623412	1733
AT3G21660	7624495	7626654	2160
AT3G21670	7626942	7628954	2013
AT3G21680	7633494	7633853	360
AT3G21690	7638750	7641861	3112
AT3G21700	7644581	7646190	1610
AT3G21710	7648380	7649533	1154
AT3G21720	7652789	7655873	3085
AT3G21730	7659761	7661179	1419
AT3G21740	7662542	7663638	1097
AT3G21750	7664565	7665986	1422
AT3G21760	7667099	7668556	1458
AT3G21770	7673345	7674661	1317
AT3G21780	7675051	7676490	1440
AT3G21790	7676927	7678414	1488
AT3G21800	7680243	7681685	1443
AT3G21810	7684852	7688360	3509
AT3G21820	7688629	7691444	2816
AT3G21825	7692122	7692448	327
AT3G21830	7693481	7693939	459
AT3G21840	7695490	7695867	378
AT3G21850	7697089	7697550	462
AT3G21860	7699777	7700235	459
AT3G21865	7701308	7703218	1911
AT3G21870	7703927	7704813	887
AT3G21880	7706736	7708093	1358
AT3G21890	7709298	7709663	366
AT3G21900	7715393	7716343	951
AT3G21910	7717372	7718405	1034
AT3G21920	7720626	7721741	1116
AT3G21930	7723289	7724338	1050
AT3G21940	7729806	7731171	1366
AT3G21945	7732263	7732960	698
AT3G21950	7734396	7736201	1806
AT3G21960	7737156	7738148	993
AT3G21970	7742459	7743480	1022
AT3G21980	7745143	7746161	1019
AT3G21990	7749413	7750419	1007
AT3G22000	7751844	7753124	1281
AT3G22010	7754311	7755762	1452
AT3G22020	7756577	7757491	915
AT3G22022	7757829	7758032	204
AT3G22030	7759317	7760738	1422
AT3G22040	7761807	7762675	869
AT3G22050	7764131	7765143	1013
AT3G22053	7767433	7768299	867
AT3G22057	7769346	7770261	916
AT3G22060	7771065	7772137	1073
AT3G22070	7775530	7776066	537
AT3G22080	7777818	7779210	1393
AT3G22085	7780126	7781718	1593
AT3G22090	7782956	7783462	507
AT3G22100	7783711	7784469	759
AT3G22104	7789814	7792179	2366
AT3G22110	7792819	7793571	753
AT3G22120	7795283	7796338	1056
AT3G22125	7803890	7807411	3522
AT3G22142	7803604	7808046	4443
AT3G22150	7813028	7815490	2463
AT3G22160	7818148	7818726	579
AT3G22170	7822359	7825414	3056
AT3G22180	7827190	7830508	3319
AT3G22183	7831129	7831371	243
AT3G22190	7831280	7833512	2233
AT3G22200	7835286	7838863	3578
AT3G22210	7839135	7839431	297
AT3G22220	7839808	7842358	2551
AT3G22230	7844136	7844543	408
AT3G22231	7846080	7846563	484
AT3G22235	7854696	7855614	919
AT3G22240	7863788	7864675	888
AT3G22250	7867806	7870053	2248
AT3G22260	7871489	7873393	1905
AT3G22270	7874480	7877857	3378
AT3G22275	7879207	7879754	548
AT3G22290	7882082	7885260	3179
AT3G22300	7885737	7886613	877
AT3G22310	7887382	7889806	2425
AT3G22320	7891045	7892094	1050
AT3G22330	7892641	7895145	2505
AT3G22333	7896153	7896764	612
AT3G22337	7896819	7897426	608
AT3G22345	7899215	7900219	1005
AT3G22350	7901905	7903041	1137
AT3G22360	7904156	7905384	1229
AT3G22370	7906890	7908416	1527
AT3G22380	7913181	7918967	5787
AT3G22400	7927011	7931167	4157
AT3G22410	7933328	7935664	2337
AT3G22415	7941337	7941540	204
AT3G22420	7946439	7948958	2520
AT3G22421	7949116	7950402	1287
AT3G22425	7951110	7952853	1744
AT3G22430	7953455	7957605	4151
AT3G22436	7957898	7958020	123
AT3G22440	7959854	7961886	2033
AT3G22450	7962443	7963378	936
AT3G22460	7963855	7965751	1897
AT3G22470	7966066	7967925	1860
AT3G22480	7969080	7969526	447
AT3G22490	7969785	7970738	954
AT3G22500	7971920	7972865	946
AT3G22510	7973544	7974087	544
AT3G22520	7974984	7977406	2423
AT3G22530	7977774	7978370	597
AT3G22540	7984233	7984565	333
AT3G22550	7991827	7992805	979
AT3G22560	7998915	7999442	528
AT3G22565	7999917	8000102	186
AT3G22570	7999884	8001161	1278
AT3G22580	8002762	8003145	384
AT3G22590	8003999	8005452	1454
AT3G22600	8006711	8007397	687
AT3G22620	8008615	8009415	801
AT3G22630	8009709	8010774	1066
AT3G22640	8011902	8013883	1982
AT3G22650	8014809	8015960	1152
AT3G22660	8016237	8017118	882
AT3G22670	8017771	8019459	1689
AT3G22680	8019785	8020374	590
AT3G22690	8021347	8024534	3188
AT3G22700	8024798	8025817	1020
AT3G22710	8026202	8027274	1073
